Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index,practice_per_hour
0.7786545424370973,1.8485531147359842,1.008874189715707,-5.70065801842372e-16,-1.2457078105210433,91.0,0.14285714285714285
-0.37996844258348755,0.7822863541687818,-0.9911037876550619,-1.6280538889548064,-0.8967278044281964,65.0,0.5
0.006239219090040748,-1.0993608703615756,1.008874189715707,-0.9862168557663139,-0.8967278044281964,36.0,0.4
0.7786545424370973,0.3432353351116984,-0.9911037876550619,0.9392942437991632,0.1502122138503438,66.0,0.7142857142857143
-0.7661761042570159,0.5314000575647341,-0.9911037876550619,1.5811312769876555,0.4991922199431906,61.0,2.0
0.7786545424370973,0.21779218680967455,1.008874189715707,-0.9862168557663139,0.4991922199431906,63.0,0.8571428571428571
1.1648622041106256,-1.538411889418659,1.008874189715707,-5.70065801842372e-16,0.4991922199431906,42.0,0.75
0.006239219090040748,0.4686784834137222,-0.9911037876550619,0.9392942437991632,-0.8967278044281964,61.0,0.4
-0.37996844258348755,1.2213373732258652,-0.9911037876550619,-1.6280538889548064,-1.59468781661389,69.0,0.0
1.1648622041106256,8.913271777687998e-16,-0.9911037876550619,-5.70065801842372e-16,0.1502122138503438,84.0,0.625
1.1648622041106256,0.5941216317157461,-0.9911037876550619,-0.34437982257782157,-0.8967278044281964,73.0,0.25
-0.7661761042570159,8.913271777687998e-16,-0.9911037876550619,1.5811312769876555,-0.8967278044281964,27.0,0.6666666666666666
0.006239219090040748,0.5941216317157461,-0.9911037876550619,0.2974572106106708,1.197152232128884,68.0,1.6
-1.1523837659305443,0.15507061265866265,-0.9911037876550619,-5.70065801842372e-16,-0.5477477983353497,43.0,1.5
1.1648622041106256,0.21779218680967455,1.008874189715707,0.9392942437991632,-0.19876779224250296,67.0,0.5
0.39244688076356904,0.8450079283197937,1.008874189715707,0.2974572106106708,-0.8967278044281964,70.0,0.3333333333333333
-1.1523837659305443,-0.9739177220595517,1.008874189715707,-1.6280538889548064,1.5461322382217308,30.0,4.5
0.006239219090040748,0.3432353351116984,-0.9911037876550619,-5.70065801842372e-16,-1.59468781661389,63.0,0.0
-1.5385914276040724,1.8485531147359842,1.008874189715707,-1.6280538889548064,-0.5477477983353497,71.0,3.0
0.39244688076356904,1.6603883922829485,-0.9911037876550619,1.5811312769876555,-1.59468781661389,85.0,0.0
1.551069865784154,8.913271777687998e-16,1.008874189715707,0.2974572106106708,0.4991922199431906,73.0,0.6666666666666666
-0.7661761042570159,8.913271777687998e-16,-0.9911037876550619,-0.34437982257782157,-0.5477477983353497,35.0,1.0
0.7786545424370973,8.913271777687998e-16,1.008874189715707,0.2974572106106708,-0.19876779224250296,49.0,0.5714285714285714
-0.37996844258348755,0.5941216317157461,-0.9911037876550619,0.9392942437991632,1.5461322382217308,66.0,2.25
1.551069865784154,0.9077295024708055,1.008874189715707,-0.34437982257782157,0.4991922199431906,83.0,0.6666666666666666
-0.7661761042570159,1.5349452439809248,1.008874189715707,-0.34437982257782157,0.1502122138503438,74.0,1.6666666666666667
0.006239219090040748,1.284058947376877,1.008874189715707,-1.6280538889548064,-0.5477477983353497,74.0,0.6
-0.7661761042570159,-0.5348667030024684,1.008874189715707,0.2974572106106708,-0.5477477983353497,39.0,1.0
0.7786545424370973,-1.6011334635696708,1.008874189715707,1.5811312769876555,-1.2457078105210433,36.0,0.14285714285714285
0.006239219090040748,0.029627464356638822,1.008874189715707,-0.34437982257782157,1.5461322382217308,58.0,1.8
1.551069865784154,-1.0993608703615756,1.008874189715707,0.9392942437991632,-1.2457078105210433,47.0,0.1111111111111111
0.7786545424370973,-0.1585372580963969,1.008874189715707,1.5811312769876555,-0.5477477983353497,60.0,0.42857142857142855
-1.1523837659305443,1.7231099664339604,1.008874189715707,1.5811312769876555,-0.19876779224250296,74.0,2.0
-0.37996844258348755,-0.6603098513044922,-0.9911037876550619,0.9392942437991632,-0.5477477983353497,42.0,0.75
1.551069865784154,8.913271777687998e-16,-0.9911037876550619,0.9392942437991632,-0.8967278044281964,68.0,0.2222222222222222
-1.1523837659305443,-0.9111961479085399,1.008874189715707,-1.6280538889548064,-1.2457078105210433,32.0,0.5
1.551069865784154,-0.095815683945385,-0.9911037876550619,-5.70065801842372e-16,-0.5477477983353497,64.0,0.3333333333333333
0.006239219090040748,-0.4721451288514565,-0.9911037876550619,0.2974572106106708,-0.19876779224250296,45.0,0.8
-1.1523837659305443,8.913271777687998e-16,1.008874189715707,-0.34437982257782157,-1.59468781661389,39.0,0.0
-0.37996844258348755,0.21779218680967455,1.008874189715707,0.2974572106106708,-1.59468781661389,58.0,0.0
0.7786545424370973,-1.475690315267647,-0.9911037876550619,1.5811312769876555,0.1502122138503438,36.0,0.7142857142857143
1.1648622041106256,0.4686784834137222,1.008874189715707,-0.34437982257782157,-0.19876779224250296,71.0,0.5
-0.7661761042570159,0.4059569092627103,1.008874189715707,-1.6280538889548064,-0.5477477983353497,54.0,1.0
-1.5385914276040724,8.913271777687998e-16,1.008874189715707,0.2974572106106708,-1.59468781661389,17.0,0.0
